linea,frase,corpus,menu,status,items,unknown,needs_review,fail_safe,tiempo_ms
1770,pedido telefonico 12x papaas fritaas ademas 5 algo rico ademas 10x pizza mexicana sin cebolla,adversarial_2k,demo,needs_clarification,[],"[""12x papaas fritaas"", ""5 algo rico"", ""10x pizza mexicana sin cebolla""]",True,True,1.281
1771,"pedido telefonico 15 gaseosa , 3 la quue ttiene pollo",adversarial_2k,demo,needs_clarification,"[{""product"": ""Coca Cola"", ""quantity"": 15}]","[""3 la quue ttiene pollo""]",False,False,0.955
1772,pedido telefonico 15x ccolla ademas 1x pizzahawaiana ademas 777 la que tiene pollo ademas 1 hamburguesa doble pollo porfa,adversarial_2k,demo,needs_clarification,"[{""product"": ""Coca Cola"", ""quantity"": 15}, {""product"": ""Pizza Hawaiana"", ""quantity"": 1}, {""product"": ""Hamburguesa Clásica"", ""quantity"": 1}]","[""777 la que tiene pollo""]",False,False,1.573
1773,pedido telefonico 1x cocaacola e ocho hamburguesa mega e 2 ensalada cesar e 4x refresco e 777 ensalada césar e 2333 pizza hawaiana para llevar,adversarial_2k,demo,ok,"[{""product"": ""Coca Cola"", ""quantity"": 5}, {""product"": ""Hamburguesa Clásica"", ""quantity"": 8}, {""product"": ""Ensalada César"", ""quantity"": 779}, {""product"": ""Pizza Hawaiana"", ""quantity"": 2333}]",[],False,False,2.003
1774,pedido telefonico 2 hamburguesa mega & 4 hamburgesa mega & 1 pizza margarita & 12 coocacolaa & 4 hammburrgueesa cclasica para llevar,adversarial_2k,demo,ok,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 10}, {""product"": ""Pizza Margarita"", ""quantity"": 1}, {""product"": ""Coca Cola"", ""quantity"": 12}]",[],False,False,1.804
1775,pedido telefonico 2 pizza ranchera ademas 4 pizzaa de jamon y queso ademas 12 pizza maargarriita ademas 777 hamburgesa clasica ademas 2333 pizaa hawaiana ademas 60 coca cola ???,adversarial_2k,demo,needs_clarification,"[{""product"": ""Pizza Margarita"", ""quantity"": 2}, {""product"": ""Hamburguesa Clásica"", ""quantity"": 777}, {""product"": ""Pizza Hawaiana"", ""quantity"": 2333}, {""product"": ""Coca Cola"", ""quantity"": 60}]","[""4 pizzaa de jamon y queso"", ""12 pizza maargarriita""]",True,False,2.424
1776,pedido telefonico 2333 tacos aparte 5x pizzahaawaiana aparte 8x piza hawaiana ???,adversarial_2k,demo,needs_clarification,"[{""product"": ""Pizza Hawaiana"", ""quantity"": 13}]","[""2333 tacos""]",False,False,0.975
1777,pedido telefonico 2x hamburgguueesa clasicaa e una paapas fritas e x4 hamburgesa clasica e 5 eso para llevar,adversarial_2k,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 6}]","[""una paapas fritas"", ""5 eso para llevar""]",False,False,2.342
1778,pedido telefonico 3 papas fritas & x4 pizzahawaiana & 2x ensalada césar & 15 soda & 777 pizzaahawaiana & 8 aalgo rico gracias,adversarial_2k,demo,needs_clarification,"[{""product"": ""Pizza Hawaiana"", ""quantity"": 781}, {""product"": ""Ensalada César"", ""quantity"": 2}, {""product"": ""Coca Cola"", ""quantity"": 15}]","[""3 papas fritas"", ""8 aalgo rico gracias""]",False,False,2.572
1779,pedido telefonico 3 piza hawaianna * 15x pizza margarita * un par de ensalada cesar * 777 ensalada césar * 1 eensaalada ccesar * 1 refresco ...,adversarial_2k,demo,ok,"[{""product"": ""Pizza Hawaiana"", ""quantity"": 3}, {""product"": ""Pizza Margarita"", ""quantity"": 15}, {""product"": ""Ensalada César"", ""quantity"": 780}, {""product"": ""Coca Cola"", ""quantity"": 1}]",[],False,False,1.99
1780,pedido telefonico 3 pizzaa hawaiana e 10 hamburgesa clasica e 8 hbogruesaa 🍕🍔,adversarial_2k,demo,ok,"[{""product"": ""Pizza Hawaiana"", ""quantity"": 3}, {""product"": ""Hamburguesa Clásica"", ""quantity"": 18}]",[],False,False,0.981
1781,pedido telefonico 4 combo familiar + 12 cocaacola + cinco cerveza + 2333x cervezaa + 12123 hamburguesa doble pollo + 2 bburrger porfa,adversarial_2k,demo,needs_clarification,"[{""product"": ""Coca Cola"", ""quantity"": 12}, {""product"": ""Hamburguesa Clásica"", ""quantity"": 12125}]","[""4 combo familiar"", ""cinco cerveza"", ""2333x cervezaa""]",False,False,2.099
1782,pedido telefonico 4 pizza de jamon y queso,adversarial_2k,demo,needs_clarification,[],"[""4 pizza de jamon y queso""]",True,True,0.549
1783,pedido telefonico 4 refresco aparte x2 hamburguesa mañana,adversarial_2k,demo,ok,"[{""product"": ""Coca Cola"", ""quantity"": 4}, {""product"": ""Hamburguesa Clásica"", ""quantity"": 2}]",[],False,False,0.714
1784,"pedido telefonico 5 papas fritas , 3 taacos , 15x ensaalada cesar , 60 pizza de jamon y queso , 4 agua mineral , 777 pizzza hawaiaana porfa",adversarial_2k,demo,needs_clarification,"[{""product"": ""Ensalada César"", ""quantity"": 15}, {""product"": ""Agua Mineral"", ""quantity"": 4}, {""product"": ""Pizza Hawaiana"", ""quantity"": 777}]","[""5 papas fritas"", ""3 taacos"", ""60 pizza de jamon y queso""]",False,False,2.226
1785,"pedido telefonico 5 pizza hawaiana , siete ensalada césar , 5 piza hawaiana , x15 la que tiene pollo mañana",adversarial_2k,demo,needs_clarification,"[{""product"": ""Pizza Hawaiana"", ""quantity"": 10}, {""product"": ""Ensalada César"", ""quantity"": 7}]","[""x15 la que tiene pollo manana""]",False,False,1.512
1786,"pedido telefonico 5x pizza margarita , 4 la que tiene pollo , 8 algo rico , 15 tacos , 60 esoaa , 2333 hamburguuesaa",adversarial_2k,demo,needs_clarification,"[{""product"": ""Pizza Margarita"", ""quantity"": 5}, {""product"": ""Hamburguesa Clásica"", ""quantity"": 2333}]","[""4 la que tiene pollo"", ""8 algo rico"", ""15 tacos"", ""60 esoaa""]",False,False,1.955
1787,pedido telefonico 60 haamburgessa claasica luego 15 lo mismo luego 60x pizza luego 60 hamburguesa doble pollo sin cebolla,adversarial_2k,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 120}, {""product"": ""Pizza Hawaiana"", ""quantity"": 60}]","[""15 lo mismo""]",False,False,1.441
1788,pedido telefonico 60 la mega & x1 colaa & 2333x pizzaa mañana,adversarial_2k,demo,needs_clarification,"[{""product"": ""Coca Cola"", ""quantity"": 1}]","[""60 la mega"", ""2333x pizzaa manana""]",False,False,1.14
1789,pedido telefonico 60x laa que tiene pollo e 12123 papas fritas e 3 habassurguessa doblee p e 777 papas fritas e 12 burger e dos cerveza 🍕🍔,adversarial_2k,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 15}]","[""60x laa que tiene pollo"", ""12123 papas fritas"", ""777 papas fritas"", ""dos cerveza""]",False,False,3.045
1790,"pedido telefonico 7 burger , 15 pizza mexicana , OTRA la que tiene pollo porfa",adversarial_2k,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 7}]","[""15 pizza mexicana otra la que tiene pollo porfa""]",False,False,0.923
1791,"pedido telefonico 7 haamburguesa mega , 60 laa que tiene pollo , dos habasurguesa doble pollo , 4 pizza hawaiana mañana",adversarial_2k,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 9}, {""product"": ""Pizza Hawaiana"", ""quantity"": 4}]","[""60 laa que tiene pollo""]",False,False,1.827
1792,pedido telefonico 7 la quue tienee pollo * 60 pizzza mmexicaana * 10 piza de jamon y queso,adversarial_2k,demo,needs_clarification,[],"[""7 la quue tienee pollo"", ""60 piza mmexicaana"", ""10 piza de jamon y queso""]",True,True,1.632
1793,pedido telefonico 7 pizzzza rranchera + 3 pizzaa ranchera + x8 gaseosa + 12123 la mega ...,adversarial_2k,demo,needs_clarification,"[{""product"": ""Coca Cola"", ""quantity"": 8}]","[""7 piza rranchera"", ""3 pizzaa ranchera"", ""12123 la mega""]",False,False,1.678
1794,"pedido telefonico 777 eso , 60 cocacolacola ()",adversarial_2k,demo,ok,"[{""product"": ""Coca Cola"", ""quantity"": 60}]",[],False,False,0.39
1795,pedido telefonico 777 haamburguesa * 5 tacos * 2333 haamburguesa mega * 777 hamburguesa megaa (),adversarial_2k,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 3887}]","[""5 tacos""]",False,False,1.359
1796,pedido telefonico 777 papas fritas tambien quiero x3 hbogruesa tambien quiero 12123 ensalada césar porfa,adversarial_2k,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 3}, {""product"": ""Ensalada César"", ""quantity"": 12123}]","[""777 papas fritas""]",False,False,0.949
1797,"pedido telefonico 777 soda , tres pizzzzaa haawaianna , 15x la que tiene pollo , x4 ensalada césar",adversarial_2k,demo,needs_clarification,"[{""product"": ""Coca Cola"", ""quantity"": 777}, {""product"": ""Pizza Hawaiana"", ""quantity"": 3}, {""product"": ""Ensalada César"", ""quantity"": 4}]","[""15x la que tiene pollo""]",False,False,1.427
1798,pedido telefonico 7x coca cola mañana,adversarial_2k,demo,ok,"[{""product"": ""Coca Cola"", ""quantity"": 7}]",[],False,False,0.394
1799,pedido telefonico 7x hamburguessaa clasiica aparte 10x pizzahawaiana aparte 60 hamburgesa clasica aparte quince piza margarita aparte 10 habasurguesa doble pollo sin cebolla,adversarial_2k,demo,ok,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 77}, {""product"": ""Pizza Hawaiana"", ""quantity"": 10}, {""product"": ""Pizza Margarita"", ""quantity"": 15}]",[],False,False,1.911
1800,pedido telefonico 8 algo rico,adversarial_2k,demo,needs_clarification,[],"[""8 algo rico""]",True,True,0.371
1801,* x12 pizzaa ranchera,adversarial_2k,demo,needs_clarification,[],"[""x12 pizzaa ranchera""]",True,True,0.528
1802,* 2 hambuurguessa doble ca,adversarial_2k,demo,ok,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 2}]",[],False,False,0.831
1803,* 10 sodda,adversarial_2k,demo,ok,"[{""product"": ""Coca Cola"", ""quantity"": 10}]",[],False,False,0.427
1804,* 15 gaseosa,adversarial_2k,demo,ok,"[{""product"": ""Coca Cola"", ""quantity"": 15}]",[],False,False,0.436
1805,* 3 ensalada césar sin cebolla,adversarial_2k,demo,ok,"[{""product"": ""Ensalada César"", ""quantity"": 3}]",[],False,False,0.555
1806,pedido telefonico 8 cerveza y aparte 4 cocacola porfa,adversarial_2k,demo,needs_clarification,"[{""product"": ""Coca Cola"", ""quantity"": 4}]","[""8 cerveza"", ""aparte""]",False,False,1.049
1807,pedido telefonico 8 papas fritas,adversarial_2k,demo,needs_clarification,[],"[""8 papas fritas""]",True,True,0.571
1808,* 2x papas fritas,adversarial_2k,demo,needs_clarification,[],"[""2x papas fritas""]",True,True,0.564
1809,* 1 habasurguesa doble pollo 🍕🍔,adversarial_2k,demo,ok,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 1}]",[],False,False,0.65
1810,pedido telefonico diez pizza de jaamon y  que con 15 hbogruesa con ocho aagua mineral con 2 tacos ???,adversarial_2k,demo,needs_clarification,"[{""product"": ""Pizza Margarita"", ""quantity"": 10}, {""product"": ""Hamburguesa Clásica"", ""quantity"": 15}, {""product"": ""Agua Mineral"", ""quantity"": 8}]","[""2 tacos""]",True,False,1.784
1811,pedido telefonico doce hamburgesa clasica y aparte 12123 agua mineral y aparte 60 pizza de jamon y queso y aparte 8 la mega y aparte 777 piza,adversarial_2k,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 12}, {""product"": ""Agua Mineral"", ""quantity"": 12123}, {""product"": ""Pizza Margarita"", ""quantity"": 777}]","[""aparte"", ""aparte"", ""60 pizza de jamon y queso"", ""aparte"", ""8 la mega"", ""aparte""]",True,False,3.243
1812,"pedido telefonico dos hamburguesa clasica , 60 hhambburgesa clasicaa , tres colaa , ocho coca cola , cuatro piza margarita , 8 papas fritas mañana",adversarial_2k,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 62}, {""product"": ""Coca Cola"", ""quantity"": 11}, {""product"": ""Pizza Margarita"", ""quantity"": 4}]","[""8 papas fritas manana""]",False,False,2.293
1813,pedido telefonico dos piza hhawaaianaa,adversarial_2k,demo,needs_clarification,[],"[""dos piza hhawaaianaa""]",True,True,0.555
1814,* 60 habasurguesa doble pollo,adversarial_2k,demo,ok,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 60}]",[],False,False,0.644
1815,pedido telefonico ocho haamburguesa doble carne ademas 777 hamburgesa ademas x2 tacos ...,adversarial_2k,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 785}]","[""x2 tacos""]",False,False,1.228
1816,"pedido telefonico siete ppizza de  jammoon y que , 2 piza hawaiana , 3 pizza hawaiana , x3 habasurguesa doble pollo , 3x hamburguesa",adversarial_2k,demo,needs_clarification,"[{""product"": ""Pizza Hawaiana"", ""quantity"": 5}, {""product"": ""Hamburguesa Clásica"", ""quantity"": 6}]","[""siete ppizza de jammoon y que""]",False,False,2.523
1817,pedido telefonico un par de hamburguesa doble carne con 5 gaseosa con un par de pizza ranchera 🍕🍔,adversarial_2k,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 2}, {""product"": ""Coca Cola"", ""quantity"": 5}, {""product"": ""Pizza Margarita"", ""quantity"": 2}]",[],True,False,1.494
1818,pedido telefonico un par de pizza ranchera mañana,adversarial_2k,demo,needs_clarification,"[{""product"": ""Pizza Margarita"", ""quantity"": 2}]",[],True,False,0.567
1819,pedido telefonico unos cuantos tacos aparte 60x pizzahawaiana 🍕🍔,adversarial_2k,demo,needs_clarification,"[{""product"": ""Pizza Hawaiana"", ""quantity"": 60}]","[""unos cuantos tacos""]",False,False,0.788
1820,pedido telefonico x2 ensalada césar aparte 12 pizza de jamon y queso aparte 15 hamburguesa mega aparte 2 refresco ???,adversarial_2k,demo,needs_clarification,"[{""product"": ""Ensalada César"", ""quantity"": 2}, {""product"": ""Hamburguesa Clásica"", ""quantity"": 15}, {""product"": ""Coca Cola"", ""quantity"": 2}]","[""12 pizza de jamon y queso""]",False,False,1.548
1821,pedido telefonico x2 haamburguesa clasica ademas 4x papas fritas ademas 3 hamburgesa clasica ademas 10 hamburgesa clasica ...,adversarial_2k,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 15}]","[""4x papas fritas""]",False,False,1.397
1822,pedido telefonico x2 laa mega + 12123 hamburguesa clasica 🍕🍔,adversarial_2k,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 12123}]","[""x2 laa mega""]",False,False,0.715
1823,pedido telefonico x4 pizza hawaiana tambien quiero 15 pizzaa tambien quiero 8x pizza tambien quiero 5 lo mismo ...,adversarial_2k,demo,needs_clarification,"[{""product"": ""Pizza Hawaiana"", ""quantity"": 12}, {""product"": ""Pizza Margarita"", ""quantity"": 15}]","[""5 lo mismo""]",True,False,1.122
1824,pedido telefonico x5 gaseosa y x3 hamburguesa mega y cinco ccoocaccola ...,adversarial_2k,demo,ok,"[{""product"": ""Coca Cola"", ""quantity"": 10}, {""product"": ""Hamburguesa Clásica"", ""quantity"": 3}]",[],False,False,1.034
1825,pedido telefonico x8 pizza hawaiana e 2 tacos e 4 lo mismo e 2 hamburguesa doble pollo e 7 pizza mexicana 🍕🍔,adversarial_2k,demo,needs_clarification,"[{""product"": ""Pizza Hawaiana"", ""quantity"": 8}, {""product"": ""Hamburguesa Clásica"", ""quantity"": 2}, {""product"": ""Pizza Margarita"", ""quantity"": 7}]","[""2 tacos"", ""4 lo mismo""]",True,False,1.871
1826,pedido telefonico x8 pizza hawaiana porfa,adversarial_2k,demo,ok,"[{""product"": ""Pizza Hawaiana"", ""quantity"": 8}]",[],False,False,0.38
1827,peeeedido 3 hamburgesa,adversarial_2k,demo,ok,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 3}]",[],False,False,0.217
1828,pizzahawaiana y pizzamargarita,adversarial_2k,demo,ok,"[{""product"": ""Pizza Hawaiana"", ""quantity"": 1}, {""product"": ""Pizza Margarita"", ""quantity"": 1}]",[],False,False,0.694
1829,porfa 1 agua mineral ; 8 combo faamiliar ; 2 lo mismo ; un par de hhaamburguesa doble ca ; una coca cola,adversarial_2k,demo,needs_clarification,"[{""product"": ""Agua Mineral"", ""quantity"": 1}, {""product"": ""Hamburguesa Clásica"", ""quantity"": 2}, {""product"": ""Coca Cola"", ""quantity"": 1}]","[""8 combo faamiliar"", ""2 lo mismo""]",False,False,1.955
1830,porfa 1 cerveza y aparte 2333x algo rico y aparte unos cuantos haamburgesa clasica y aparte 2 pizza ranchera mañana,adversarial_2k,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 1}, {""product"": ""Pizza Margarita"", ""quantity"": 2}]","[""1 cerveza"", ""aparte"", ""2333x algo rico"", ""aparte""]",True,False,3.585
1831,porfa 1 paapas fritas + 2 hambburrgesaa  classiiccaa gracias,adversarial_2k,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 2}]","[""1 paapas fritas""]",False,False,1.375
1832,porfa 10 hamburguesa ademas un par de hamburguesa mega ademas 60 laa mega ademas siete refresco porfa,adversarial_2k,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 12}, {""product"": ""Coca Cola"", ""quantity"": 7}]","[""60 laa mega""]",False,False,1.338
1833,porfa 10 hamburguesa doble pollo (),adversarial_2k,demo,ok,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 10}]",[],False,False,0.564
1834,porfa 10 la mega mañana,adversarial_2k,demo,needs_clarification,[],"[""10 la mega manana""]",True,True,0.574
1835,porfa 10 pizza ranchera * 777 hamburgesa clasica * 2 pizza margarita ???,adversarial_2k,demo,needs_clarification,"[{""product"": ""Pizza Margarita"", ""quantity"": 12}, {""product"": ""Hamburguesa Clásica"", ""quantity"": 777}]",[],True,False,1.201
1836,porfa 10 pizza ranchera luego una docena de refresco luego x777 la megga luego 2333 cola (),adversarial_2k,demo,needs_clarification,"[{""product"": ""Pizza Margarita"", ""quantity"": 10}, {""product"": ""Coca Cola"", ""quantity"": 2345}]","[""x777 la megga""]",True,False,1.412
1837,porfa 10 ssoda luego 10 gaseossa luego 2333 combo familiar luego 2 ensalada césar ...,adversarial_2k,demo,needs_clarification,"[{""product"": ""Coca Cola"", ""quantity"": 20}, {""product"": ""Ensalada César"", ""quantity"": 2}]","[""2333 combo familiar""]",False,False,1.492
1838,porfa 10 tacos,adversarial_2k,demo,needs_clarification,[],"[""10 tacos""]",True,True,0.42
1839,* 4 hamburguesa doblee ca,adversarial_2k,demo,ok,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 4}]",[],False,False,0.517
1840,* x2 coca cola (),adversarial_2k,demo,ok,"[{""product"": ""Coca Cola"", ""quantity"": 2}]",[],False,False,0.342
1841,porfa 12 burggerr y OTRA ensaalada cesar ???,adversarial_2k,demo,ok,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 12}, {""product"": ""Ensalada César"", ""quantity"": 1}]",[],False,False,0.854
1842,porfa 12 haabasurguesa doble pollo y 3 pizahawaiana y 7 haamburguesa doble pollo y 3x pizahawaiana y 12123 ccombbo  fammilliar para llevar,adversarial_2k,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 19}, {""product"": ""Pizza Hawaiana"", ""quantity"": 6}]","[""12123 ccombbo fammilliar para llevar""]",False,False,2.694
1843,porfa 12 soda ademas 2333 gaseosa ademas 777 tacos ???,adversarial_2k,demo,needs_clarification,"[{""product"": ""Coca Cola"", ""quantity"": 2345}]","[""777 tacos""]",False,False,1.239
1844,porfa 12123 combo familiar y aparte 4 agua mineral y aparte 60x hamburguesa clasica y aparte 60 hamburguesa clasica y aparte 60 eso y aparte 2 piza hawaiana 🍕🍔,adversarial_2k,demo,needs_clarification,"[{""product"": ""Agua Mineral"", ""quantity"": 4}, {""product"": ""Hamburguesa Clásica"", ""quantity"": 120}, {""product"": ""Pizza Hawaiana"", ""quantity"": 2}]","[""12123 combo familiar"", ""aparte"", ""aparte"", ""aparte"", ""aparte"", ""aparte""]",False,False,4.137
1845,porfa 12123 soda mañana,adversarial_2k,demo,ok,"[{""product"": ""Coca Cola"", ""quantity"": 12123}]",[],False,False,0.535
1846,porfa 15 cerveza con cinco pizzaahawaiana con 777 lo mismo con dos ensalada cesar para llevar,adversarial_2k,demo,needs_clarification,"[{""product"": ""Pizza Hawaiana"", ""quantity"": 5}, {""product"": ""Ensalada César"", ""quantity"": 2}]","[""15 cerveza  con"", ""777 lo mismo  con""]",False,False,1.622
1847,porfa 15 hbogruesaa * 60x ensaalada cesar ???,adversarial_2k,demo,ok,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 15}, {""product"": ""Ensalada César"", ""quantity"": 60}]",[],False,False,0.708
1848,porfa 15 pizza * 60 pizzaa margarita * 2x eso * 5 hamburguesa clasica * 15 hhamburguesa doble po * 12123 hamburguesa para llevar,adversarial_2k,demo,ok,"[{""product"": ""Pizza Hawaiana"", ""quantity"": 15}, {""product"": ""Pizza Margarita"", ""quantity"": 60}, {""product"": ""Hamburguesa Clásica"", ""quantity"": 12143}]",[],False,False,1.682
1849,porfa 15 pizza de jamon y queso tambien quiero 12 soda tambien quiero 12123 ensalada cesar tambien quiero 2 pappass fritaas tambien quiero 2 burger para llevar,adversarial_2k,demo,needs_clarification,"[{""product"": ""Coca Cola"", ""quantity"": 12}, {""product"": ""Ensalada César"", ""quantity"": 12123}, {""product"": ""Hamburguesa Clásica"", ""quantity"": 2}]","[""15 pizza de jamon y queso"", ""2 pappass fritaas""]",False,False,2.058
1850,porfa 15 refresco + 2 taacos + 777x papas fritas + ocho pizza hawaiana + x2333 piza hawaiana sin cebolla,adversarial_2k,demo,needs_clarification,"[{""product"": ""Coca Cola"", ""quantity"": 15}, {""product"": ""Pizza Hawaiana"", ""quantity"": 2341}]","[""2 taacos"", ""777x papas fritas""]",False,False,1.833
1851,porfa 1x pizza y x2 la mega 🍕🍔,adversarial_2k,demo,needs_clarification,"[{""product"": ""Pizza Hawaiana"", ""quantity"": 1}]","[""x2 la mega""]",False,False,0.457
1852,porfa 2 cola aparte 2333 pizza margarita aparte 12123x piza ranchera ???,adversarial_2k,demo,needs_clarification,"[{""product"": ""Coca Cola"", ""quantity"": 2}, {""product"": ""Pizza Margarita"", ""quantity"": 2333}]","[""12123x piza ranchera""]",False,False,1.018
1853,porfa 2 hamburgesa mega ; 8 algo rico ; x60 coca cola ; x2 ppizza meexicana ; ocho taacos ; 5 piza mexicana porfa,adversarial_2k,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 2}, {""product"": ""Coca Cola"", ""quantity"": 60}]","[""8 algo rico"", ""x2 ppizza meexicana"", ""ocho taacos"", ""5 piza mexicana porfa""]",False,False,2.105
1854,porfa 2 piza hawaiana y aparte 2333 burger y aparte siete cola y aparte 5 gaseosa y aparte 60 ensalada cesar y aparte 2333 la que tiene pollo 🍕🍔,adversarial_2k,demo,needs_clarification,"[{""product"": ""Pizza Hawaiana"", ""quantity"": 2}, {""product"": ""Hamburguesa Clásica"", ""quantity"": 2333}, {""product"": ""Coca Cola"", ""quantity"": 12}, {""product"": ""Ensalada César"", ""quantity"": 60}]","[""aparte"", ""aparte"", ""aparte"", ""aparte"", ""aparte"", ""2333 la que tiene pollo""]",False,False,3.655
1855,porfa 2 pizaa hawaiana y 2 coca cola y 2333 hamburgesa clasica gracias,adversarial_2k,demo,ok,"[{""product"": ""Pizza Hawaiana"", ""quantity"": 2}, {""product"": ""Coca Cola"", ""quantity"": 2}, {""product"": ""Hamburguesa Clásica"", ""quantity"": 2333}]",[],False,False,1.213
1856,porfa 2 pizahawaiana + 1 pizza mexicana + 4 refresco ...,adversarial_2k,demo,needs_clarification,"[{""product"": ""Pizza Hawaiana"", ""quantity"": 2}, {""product"": ""Pizza Margarita"", ""quantity"": 1}, {""product"": ""Coca Cola"", ""quantity"": 4}]",[],True,False,1.142
1857,porfa 2333 haamburguesa doble pollo sin cebolla,adversarial_2k,demo,ok,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 2333}]",[],False,False,0.84
1858,porfa 2333x hamburgesa doble carne (),adversarial_2k,demo,ok,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 2333}]",[],False,False,0.668
1859,porfa 3 haamburgesa clasica + ocho ccerveza + x60 burger gracias,adversarial_2k,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 63}]","[""ocho ccerveza""]",False,False,1.21
1860,porfa 3 lo mismo 🍕🍔,adversarial_2k,demo,needs_clarification,[],"[""3 lo mismo""]",True,True,0.484
1861,porfa 3 pizzaa hawaiana * 1 hambbuurguesa dobble  ca * 777 pizzaa margarita * 777 cocaacola * 3 cola * 60 piza hawaiana ...,adversarial_2k,demo,ok,"[{""product"": ""Pizza Hawaiana"", ""quantity"": 63}, {""product"": ""Hamburguesa Clásica"", ""quantity"": 1}, {""product"": ""Pizza Margarita"", ""quantity"": 777}, {""product"": ""Coca Cola"", ""quantity"": 780}]",[],False,False,2.166
1862,porfa 3 sodaa + 2 eso porfa,adversarial_2k,demo,ok,"[{""product"": ""Coca Cola"", ""quantity"": 3}]",[],False,False,0.535
1863,porfa 3x coca cola,adversarial_2k,demo,ok,"[{""product"": ""Coca Cola"", ""quantity"": 3}]",[],False,False,0.349
1864,* 2 hamburguesa para llevar,adversarial_2k,demo,ok,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 2}]",[],False,False,0.466
1865,porfa 4 cocacola e 12x combo familiar e 2x ensalada cesar 🍕🍔,adversarial_2k,demo,needs_clarification,"[{""product"": ""Coca Cola"", ""quantity"": 4}, {""product"": ""Ensalada César"", ""quantity"": 2}]","[""12x combo familiar""]",False,False,1.133
1866,porfa 4 ensalada césar ; x7 soda ; 10 soda ; 8 eso ; x2333 hamburgueesa cclasica ; 15 hamburgesa mega (),adversarial_2k,demo,ok,"[{""product"": ""Ensalada César"", ""quantity"": 4}, {""product"": ""Coca Cola"", ""quantity"": 17}, {""product"": ""Hamburguesa Clásica"", ""quantity"": 2348}]",[],False,False,1.867
1867,porfa 4 hamburgesa mega e 15 haabasurguesa doble pollo e 12123 pizza hawaiana e 12123 aagua mineral e x2 coca colla e 2 pizza margarita para llevar,adversarial_2k,demo,ok,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 19}, {""product"": ""Pizza Hawaiana"", ""quantity"": 12123}, {""product"": ""Agua Mineral"", ""quantity"": 12123}, {""product"": ""Coca Cola"", ""quantity"": 2}, {""product"": ""Pizza Margarita"", ""quantity"": 2}]",[],False,False,3.123
1868,porfa 4 papas fritas y 10x esoaa y siete agua mineral y 2333 tacos ???,adversarial_2k,demo,needs_clarification,"[{""product"": ""Agua Mineral"", ""quantity"": 7}]","[""4 papas fritas"", ""10x esoaa"", ""2333 tacos""]",False,False,1.55
1869,porfa 4 pizza hawaiana tambien quiero 60 pizza de jamon y queso tambien quiero 5 pizzaa de jamon y queso tambien quiero 3x pizza mexicana tambien quiero 7 pizza de jamon y queso tambien quiero 2333 ensalada césar gracias,adversarial_2k,demo,needs_clarification,"[{""product"": ""Pizza Hawaiana"", ""quantity"": 4}, {""product"": ""Pizza Margarita"", ""quantity"": 3}, {""product"": ""Ensalada César"", ""quantity"": 2333}]","[""60 pizza de jamon y queso"", ""5 pizzaa de jamon y queso"", ""7 pizza de jamon y queso""]",True,False,3.141
