linea,frase,menu,status,items,unknown,needs_review,fail_safe,user_intent,tiempo_ms
1608,anoto: 6 limonada natural | seis agua mineral,demo,needs_clarification,"[{""product"": ""Agua Mineral"", ""quantity"": 12}]","[""anoto""]",False,False,,1.677
1609,"me pones tres papas fritas, un par de tacos al pastor please",demo,needs_clarification,[],"[""me pones"", ""tres papas fritas"", ""2 tacos al pastor please""]",True,True,,2.393
1610,me traes ocho papas fritas + 6x pizza pizza hawaiana + 1 papas fritas nada más,demo,needs_clarification,"[{""product"": ""Pizza Hawaiana"", ""quantity"": 6}]","[""me traes"", ""ocho papas fritas"", ""1 papas fritas nada mas""]",False,False,,2.359
1611,sácame un limonada natural,demo,needs_clarification,"[{""product"": ""Agua Mineral"", ""quantity"": 1}]","[""sacame""]",False,False,,2.354
1612,oye 3 hot dog sencillo | 10 hamburguesa doble pollo | 1 coca cola sin azúcar para aquí,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 10}, {""product"": ""Coca Cola"", ""quantity"": 1}]","[""3 hot dog sencillo""]",False,False,,2.065
1613,un par de ensalada césar + 6 pizza de pizza de jamón y queso,demo,needs_clarification,"[{""product"": ""Ensalada César"", ""quantity"": 2}]","[""6 pizza de pizza de jamon y queso""]",False,False,,1.424
1614,"oye 3 ensalada mixta, 3 orden de aros de cebolla plis",demo,needs_clarification,"[{""product"": ""Ensalada César"", ""quantity"": 3}]","[""3 orden de aros de cebolla plis""]",False,False,,1.434
1615,por favor 12 nuggets de pollo para comer ahí,demo,needs_clarification,[],"[""12 nuggets de pollo para comer ahi""]",True,True,,1.465
1616,3 hamburguesa clásica,demo,ok,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 3}]",[],False,False,,0.777
1617,ponme 1 nuggets de pollo por favor,demo,needs_clarification,[],"[""1 nuggets de pollo por favor""]",True,True,,1.091
1618,anoto: 8 pizza pepperoni | x1 papas grandes | 6 coca cola,demo,needs_clarification,"[{""product"": ""Pizza Margarita"", ""quantity"": 8}, {""product"": ""Coca Cola"", ""quantity"": 6}]","[""anoto"", ""x1 papas grandes""]",True,False,,2.066
1619,disculpa 10 coca cola + un par de tacos al pastor nada más,demo,needs_clarification,"[{""product"": ""Coca Cola"", ""quantity"": 10}]","[""2 tacos al pastor nada mas""]",False,False,,1.299
1620,quisiera 5 hamburguesa hamburgesa mega también 4 hamburguesa con queso también 6 limonada natural también 1 pizza mexicana gracias,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 9}, {""product"": ""Agua Mineral"", ""quantity"": 6}, {""product"": ""Pizza Margarita"", ""quantity"": 1}]",[],True,False,,3.133
1621,por favor 5 papas grandes; seis coca cola sin azúcar,demo,needs_clarification,"[{""product"": ""Coca Cola"", ""quantity"": 6}]","[""5 papas grandes""]",False,False,,2.868
1622,me das 12 pizza mexicana también x8 ensalada ensalada césar también 4 alitas de pollo también tres café americano porfa,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 1}, {""product"": ""Pizza Margarita"", ""quantity"": 12}, {""product"": ""Ensalada César"", ""quantity"": 8}]","[""4 alitas de pollo"", ""tres cafe americano porfa""]",True,False,,2.855
1623,deme dos café americano luego 10 tacos al pastor luego 12 pizza ranchera luego un par de coca cola sin azúcar por favor,demo,needs_clarification,"[{""product"": ""Pizza Margarita"", ""quantity"": 12}, {""product"": ""Coca Cola"", ""quantity"": 2}]","[""dos cafe americano"", ""10 tacos al pastor""]",True,False,,2.607
1624,"buenos días 2 hamburguesa hamburguesa doble pollo, seis tacos al pastor, 10 ensalada ensalada césar, 10 pizza pizza margarita",demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 2}, {""product"": ""Ensalada César"", ""quantity"": 10}, {""product"": ""Pizza Margarita"", ""quantity"": 10}]","[""seis tacos al pastor""]",False,False,,2.559
1625,ponme diez tacos al pastor | x3 papas grandes por favor,demo,needs_clarification,[],"[""diez tacos al pastor"", ""x3 papas grandes por favor""]",True,True,,2.094
1626,deme 3 alitas de pollo y 6 jugo de naranja para llevar,demo,needs_clarification,[],"[""3 alitas de pollo y"", ""6 jugo de naranja para llevar""]",True,True,,2.261
1627,4 piza ranchera,demo,needs_clarification,[],"[""4 piza ranchera""]",True,True,,1.512
1628,diez tacos al pastor | x12 orden de aros de cebolla | tres pizza piza pepperoni,demo,needs_clarification,"[{""product"": ""Pizza Margarita"", ""quantity"": 3}]","[""diez tacos al pastor"", ""x12 orden de aros de cebolla""]",True,False,,3.407
1629,un ensalada césar,demo,ok,"[{""product"": ""Ensalada César"", ""quantity"": 1}]",[],False,False,,0.886
1630,quiero 5 limonada natural | 8 pizza mexicana | 3 pizza de jamón y queso | 3 pizza ranchera plis,demo,needs_clarification,"[{""product"": ""Agua Mineral"", ""quantity"": 5}, {""product"": ""Pizza Margarita"", ""quantity"": 11}]","[""3 pizza de jamon y queso""]",True,False,,2.964
1631,x6 ensalada césar luego 10 alitas de pollo luego seis torta de milanesa luego 5 pizza de pizza de jamón y queso please,demo,needs_clarification,"[{""product"": ""Ensalada César"", ""quantity"": 6}]","[""10 alitas de pollo"", ""seis torta de milanesa"", ""5 pizza de pizza de jamon y queso please""]",False,False,,2.723
1632,quisiera 1x hamburguesa mega aparte un par de quesadilla de queso aparte dos ensalada mixta aparte 8 jugo de naranja,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 1}, {""product"": ""Ensalada César"", ""quantity"": 2}]","[""2 quesadilla de queso"", ""8 jugo de naranja""]",False,False,,2.567
1633,buenas noches 3 hot dog sencillo + 4x café americano para comer ahí,demo,needs_clarification,[],"[""3 hot dog sencillo"", ""4x cafe americano para comer ahi""]",True,True,,2.106
1634,qué tal 8 pizza mexicana + 2 papas grandes gracias,demo,needs_clarification,"[{""product"": ""Pizza Margarita"", ""quantity"": 8}]","[""que tal"", ""2 papas grandes gracias""]",True,False,,3.726
1635,ponme x10 hamburguesa con queso también 3x nuggets de pollo para comer ahí,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 10}]","[""3x nuggets de pollo para comer ahi""]",False,False,,2.902
1636,te encargo una docena de limonada natural | un par de té helado | seis quesadilla de queso | 10x pizza hawaiana nomás,demo,needs_clarification,"[{""product"": ""Agua Mineral"", ""quantity"": 12}, {""product"": ""Pizza Hawaiana"", ""quantity"": 10}]","[""te encargo"", ""2 te helado"", ""seis quesadilla de queso""]",False,False,,2.94
1637,quítame tres orden de aros de cebolla,demo,needs_clarification,[],"[""quitame"", ""tres orden de aros de cebolla""]",True,True,,1.811
1638,me mandas una docena de pizza hawaiana luego x2 agua mineral luego dos pizza pizza mexicana luego x10 té helado nomás,demo,needs_clarification,"[{""product"": ""Pizza Hawaiana"", ""quantity"": 12}, {""product"": ""Agua Mineral"", ""quantity"": 2}, {""product"": ""Pizza Margarita"", ""quantity"": 2}]","[""me mandas"", ""x10 te helado nomas""]",True,False,,2.686
1639,me das seis ensalada césar luego 1 quesadilla de queso para aquí,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 1}, {""product"": ""Ensalada César"", ""quantity"": 6}]","[""1 quesadilla de queso para aqui""]",True,False,,1.909
1640,porfa 10x pizza piza margarita + 3 coca cola sin azúcar + ocho agua embotellada,demo,ok,"[{""product"": ""Pizza Margarita"", ""quantity"": 10}, {""product"": ""Coca Cola"", ""quantity"": 3}, {""product"": ""Agua Mineral"", ""quantity"": 8}]",[],False,False,,2.098
1641,me pones x2 tacos al pastor y 1 pizza mexicana y un par de agua mineral y x2 papas grandes porfa,demo,needs_clarification,"[{""product"": ""Pizza Margarita"", ""quantity"": 1}, {""product"": ""Agua Mineral"", ""quantity"": 2}]","[""me pones"", ""x2 tacos al pastor"", ""x2 papas grandes porfa""]",True,False,,4.096
1642,ponme 8 coca cola sin azúcar,demo,ok,"[{""product"": ""Coca Cola"", ""quantity"": 8}]",[],False,False,,0.886
1643,2 hamburguesa hamburguesa clásica luego 4 hamburguesa mega para llevar,demo,ok,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 6}]",[],False,False,,1.382
1644,3 té helado aparte 8 coca cola aparte 1 hamburgesa con queso,demo,needs_clarification,"[{""product"": ""Coca Cola"", ""quantity"": 8}, {""product"": ""Hamburguesa Clásica"", ""quantity"": 1}]","[""3 te helado""]",False,False,,2.067
1645,me mandas 3 café americano para aquí,demo,needs_clarification,[],"[""me mandas"", ""3 cafe americano para aqui""]",True,True,,1.672
1646,ocho quesadilla de queso y un hamburguesa hamburguesa clásica y cinco papas grandes,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 1}]","[""ocho quesadilla de queso y"", ""cinco papas grandes""]",False,False,,1.987
1647,me pones 12 hamburguesa hamburgesa doble carne para comer ahí,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 12}]","[""me pones""]",False,False,,1.542
1648,me pones una docena de papas grandes también 2x café americano también 3 hamburguesa mega nada más,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 3}]","[""me pones"", ""12 papas grandes"", ""2x cafe americano""]",False,False,,2.359
1649,8 torta de milanesa | 3 hamburguesa con queso | 3 quesadilla de queso | dos ensalada césar,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 3}, {""product"": ""Ensalada César"", ""quantity"": 2}]","[""8 torta de milanesa"", ""3 quesadilla de queso""]",False,False,,3.493
1650,1 tacos al pastor también 2 pizza de jamón y queso también tres agua mineral también 6 coca cola gracias,demo,needs_clarification,"[{""product"": ""Agua Mineral"", ""quantity"": 3}, {""product"": ""Coca Cola"", ""quantity"": 6}]","[""1 tacos al pastor"", ""2 pizza de jamon y queso""]",False,False,,2.55
1651,dame una quesadilla de queso + 2 ensalada césar + 12 hot dog sencillo + 10 orden de aros de cebolla porfa,demo,needs_clarification,"[{""product"": ""Ensalada César"", ""quantity"": 2}]","[""una quesadilla de queso"", ""12 hot dog sencillo"", ""10 orden de aros de cebolla porfa""]",False,False,,3.664
1652,oye 10 hamburguesa con queso | 2 coca cola sin azúcar por favor,demo,ok,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 10}, {""product"": ""Coca Cola"", ""quantity"": 2}]",[],False,False,,1.925
1653,oye 2 ensalada césar; 10 hamburguesa doble pollo; 3 torta de milanesa; 4 hamburguesa doble carne por favor,demo,needs_clarification,"[{""product"": ""Ensalada César"", ""quantity"": 2}, {""product"": ""Hamburguesa Clásica"", ""quantity"": 14}]","[""3 torta de milanesa""]",False,False,,2.343
1654,buenas tardes seis burrito de frijol también tres coca cola sin azúcar para comer ahí,demo,ok,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 6}, {""product"": ""Coca Cola"", ""quantity"": 3}]",[],False,False,,1.55
1655,deme 2 agua mineral luego un agua mineral nomás,demo,ok,"[{""product"": ""Agua Mineral"", ""quantity"": 3}]",[],False,False,,1.203
1656,buenas tardes cuatro hamburguesa con queso porfa,demo,ok,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 4}]",[],False,False,,2.341
1657,porfa 12 papas fritas y una pizza hawaiana y 5 pizza de piza de jamón y queso nada más,demo,needs_clarification,"[{""product"": ""Pizza Hawaiana"", ""quantity"": 1}]","[""12 papas fritas"", ""5 pizza de piza de jamon y queso nada mas""]",False,False,,2.071
1658,me pones 3 papas grandes | dos pizza ranchera,demo,needs_clarification,"[{""product"": ""Pizza Margarita"", ""quantity"": 2}]","[""me pones"", ""3 papas grandes""]",True,False,,1.845
1659,me gustaría 5 pizza mexicana además 5 papas fritas además 3x ensalada mixta para comer ahí,demo,needs_clarification,"[{""product"": ""Pizza Margarita"", ""quantity"": 5}, {""product"": ""Ensalada César"", ""quantity"": 3}]","[""5 papas fritas""]",True,False,,2.061
1660,por favor x3 hamburguesa mega + x10 hamburguesa mega + 3x hot dog sencillo + x8 hot dog sencillo please,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 13}]","[""3x hot dog sencillo"", ""x8 hot dog sencillo please""]",False,False,,2.328
1661,una pizza pizza mexicana | 4 hamburguesa clásica | x4 cocacola,demo,needs_clarification,"[{""product"": ""Pizza Margarita"", ""quantity"": 1}, {""product"": ""Hamburguesa Clásica"", ""quantity"": 4}, {""product"": ""Coca Cola"", ""quantity"": 4}]",[],True,False,,1.611
1662,un coca cola,demo,ok,"[{""product"": ""Coca Cola"", ""quantity"": 1}]",[],False,False,,0.724
1663,tráeme 1x burrito de frijol para aquí,demo,ok,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 1}]",[],False,False,,1.266
1664,buenas noches 3 pizza hawaiana aparte 5 pizza pizza hawaiana aparte una pizza piza hawaiana para llevar,demo,ok,"[{""product"": ""Pizza Hawaiana"", ""quantity"": 9}]",[],False,False,,2.084
1665,buenas noches 2 ensalada mixta y cuatro pizza pepperoni porfa,demo,needs_clarification,"[{""product"": ""Ensalada César"", ""quantity"": 2}, {""product"": ""Pizza Margarita"", ""quantity"": 4}]",[],True,False,,1.994
1666,para pedir 8 limonada natural please,demo,ok,"[{""product"": ""Agua Mineral"", ""quantity"": 8}]",[],False,False,,1.359
1667,buenas tardes 3 pizza hawaiana y 4 coca cola sin azúcar y cinco hamburguesa doble pollo y seis agua embotellada porfa,demo,ok,"[{""product"": ""Pizza Hawaiana"", ""quantity"": 3}, {""product"": ""Coca Cola"", ""quantity"": 4}, {""product"": ""Hamburguesa Clásica"", ""quantity"": 5}, {""product"": ""Agua Mineral"", ""quantity"": 6}]",[],False,False,,2.259
1668,"cinco ensalada mixta, 2 papas fritas, tres hot dog sencillo",demo,needs_clarification,"[{""product"": ""Ensalada César"", ""quantity"": 5}]","[""2 papas fritas"", ""tres hot dog sencillo""]",False,False,,2.287
1669,hey 2 coca cola sin azúcar; 3 papas fritas; 2 torta de milanesa; cuatro hamburguesa doble carne para aquí,demo,needs_clarification,"[{""product"": ""Coca Cola"", ""quantity"": 2}, {""product"": ""Hamburguesa Clásica"", ""quantity"": 4}]","[""hey"", ""3 papas fritas"", ""2 torta de milanesa""]",False,False,,2.873
1670,10 torta de milanesa aparte cuatro ensalada ensalada césar aparte 2 pizza margarita aparte 3 hamburguesa con queso,demo,needs_clarification,"[{""product"": ""Ensalada César"", ""quantity"": 4}, {""product"": ""Pizza Margarita"", ""quantity"": 2}, {""product"": ""Hamburguesa Clásica"", ""quantity"": 3}]","[""10 torta de milanesa""]",False,False,,2.369
1671,necesito una docena de café americano también diez hamburguesa con queso plis,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 10}]","[""12 cafe americano""]",False,False,,1.526
1672,tráeme 3 papas fritas además 6 pizza pizza mexicana además 1 té helado además 2 limonada natural por favor,demo,needs_clarification,"[{""product"": ""Pizza Margarita"", ""quantity"": 6}, {""product"": ""Agua Mineral"", ""quantity"": 2}]","[""3 papas fritas"", ""1 te helado""]",True,False,,2.701
1673,dame 2 orden de aros de cebolla también ocho pizza margarita también 6 pizza de jamón y queso por favor,demo,needs_clarification,"[{""product"": ""Pizza Margarita"", ""quantity"": 8}]","[""2 orden de aros de cebolla"", ""6 pizza de jamon y queso por favor""]",False,False,,2.845
1674,hola buenas 4 té helado también 5 coca cola también dos coca cola,demo,needs_clarification,"[{""product"": ""Coca Cola"", ""quantity"": 7}]","[""4 te helado""]",False,False,,1.557
1675,2x pizza mexicana,demo,needs_clarification,"[{""product"": ""Pizza Margarita"", ""quantity"": 2}]",[],True,False,,0.908
1676,pedido: 1 papas fritas | cuatro hamburguesa con queso,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 4}]","[""1 papas fritas""]",False,False,,1.521
1677,quisiera 2 limonada natural | ocho papas grandes nomás,demo,needs_clarification,"[{""product"": ""Agua Mineral"", ""quantity"": 2}]","[""ocho papas grandes nomas""]",False,False,,1.914
1678,2x hamburguesa hamburguesa mega luego 6 ensalada cesar luego seis hamburguesa clásica luego 8 hamburguesa hamburguesa doble carne,demo,ok,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 16}, {""product"": ""Ensalada César"", ""quantity"": 6}]",[],False,False,,2.328
1679,oye 3 burrito de frijol; 4 tacos al pastor; 8 burrito de frijol please,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 11}]","[""4 tacos al pastor""]",False,False,,2.437
1680,voy a querer x4 alitas de pollo | 10 burrito de frijol | 8x ensalada mixta porfa,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 11}, {""product"": ""Ensalada César"", ""quantity"": 8}]","[""x4 alitas de pollo""]",True,False,,2.381
1681,ponme 6 café americano aparte 10 hamburguesa clásica aparte 6x té helado aparte x4 hamburguesa con queso plis,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 14}]","[""6 cafe americano"", ""6x te helado""]",False,False,,4.578
1682,buenas tardes 6 hamburguesa mega nomás,demo,ok,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 6}]",[],False,False,,0.988
1683,buen día 3 quesadilla de queso plis,demo,needs_clarification,[],"[""buen dia"", ""3 quesadilla de queso plis""]",True,True,,1.68
1684,quiero cinco pizza de jamón y queso y 6 coca cola sin azúcar y 3 nuggets de pollo nada más,demo,needs_clarification,"[{""product"": ""Coca Cola"", ""quantity"": 6}]","[""cinco pizza de jamon y queso"", ""3 nuggets de pollo nada mas""]",False,False,,2.355
1685,"hola 3 pizza margarita, cinco pizza de jamón y queso plis",demo,needs_clarification,"[{""product"": ""Pizza Margarita"", ""quantity"": 3}]","[""cinco pizza de jamon y queso plis""]",False,False,,1.62
1686,ponme 12 agua embotellada y diez orden de aros de cebolla y una ensalada ensalada césar y dos nuggets de pollo please,demo,needs_clarification,"[{""product"": ""Agua Mineral"", ""quantity"": 12}, {""product"": ""Ensalada César"", ""quantity"": 1}]","[""diez orden de aros de cebolla y"", ""dos nuggets de pollo please""]",False,False,,2.583
1687,4 coca cola sin azúcar y una papas grandes y 2 alitas de pollo para llevar,demo,needs_clarification,"[{""product"": ""Coca Cola"", ""quantity"": 4}]","[""una papas grandes"", ""2 alitas de pollo para llevar""]",False,False,,2.241
1688,buenas noches seis alitas de pollo porfa,demo,needs_clarification,[],"[""seis alitas de pollo porfa""]",True,True,,1.886
1689,"2x agua embotellada, 2 quesadilla de queso, x3 hamburguesa con queso, tres alitas de pollo",demo,needs_clarification,"[{""product"": ""Agua Mineral"", ""quantity"": 2}, {""product"": ""Hamburguesa Clásica"", ""quantity"": 3}]","[""2 quesadilla de queso"", ""tres alitas de pollo""]",False,False,,2.585
1690,por favor 10 quesadilla de queso y una ensalada mixta nomás,demo,needs_clarification,"[{""product"": ""Ensalada César"", ""quantity"": 1}]","[""10 quesadilla de queso y""]",False,False,,1.58
1691,me pones 10 hamburguesa doble carne luego un par de ensalada césar para llevar,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 10}, {""product"": ""Ensalada César"", ""quantity"": 2}]","[""me pones""]",False,False,,2.213
1692,me gustaría 3 limonada natural además ocho pizza de jamón y queso además 3 papas grandes además 12 agua embotellada para llevar,demo,needs_clarification,"[{""product"": ""Agua Mineral"", ""quantity"": 15}]","[""ocho pizza de jamon y queso"", ""3 papas grandes""]",False,False,,3.028
1693,voy a querer un par de pizza pepperoni también 6 agua mineral también 10 coca cola sin azúcar también tres coca cola gracias,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 1}, {""product"": ""Pizza Margarita"", ""quantity"": 2}, {""product"": ""Agua Mineral"", ""quantity"": 6}, {""product"": ""Coca Cola"", ""quantity"": 13}]",[],True,False,,2.837
1694,x1 coca cola sin azúcar; 3 hamburgesa clásica,demo,ok,"[{""product"": ""Coca Cola"", ""quantity"": 1}, {""product"": ""Hamburguesa Clásica"", ""quantity"": 3}]",[],False,False,,1.323
1695,tráeme 10 hamburguesa hamburguesa doble pollo aparte una docena de hamburguesa hamburguesa mega para llevar,demo,ok,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 22}]",[],False,False,,2.007
1696,buenos días tres ensalada césar además cinco piza margarita para aquí,demo,ok,"[{""product"": ""Ensalada César"", ""quantity"": 3}, {""product"": ""Pizza Margarita"", ""quantity"": 5}]",[],False,False,,2.789
1697,3 quesadilla de queso | 8 papas grandes,demo,needs_clarification,[],"[""3 quesadilla de queso"", ""8 papas grandes""]",True,True,,1.962
1698,buen día 1 pizza ranchera y 10 nuggets de pollo y cuatro pizza pizza mexicana para comer ahí,demo,needs_clarification,"[{""product"": ""Pizza Margarita"", ""quantity"": 5}]","[""buen dia"", ""10 nuggets de pollo y""]",True,False,,2.96
1699,necesito 1 torta de milanesa nada más,demo,needs_clarification,[],"[""1 torta de milanesa nada mas""]",True,True,,1.134
1700,oye 12 quesadilla de queso luego 10 té helado por favor,demo,needs_clarification,[],"[""12 quesadilla de queso"", ""10 te helado por favor""]",True,True,,1.685
1701,me traes 4 coca cola y 6x alitas de pollo para llevar,demo,needs_clarification,"[{""product"": ""Coca Cola"", ""quantity"": 4}]","[""me traes"", ""6x alitas de pollo para llevar""]",False,False,,1.781
1702,pedido: 8 pizza pepperoni | tres pizza piza mexicana,demo,needs_clarification,"[{""product"": ""Pizza Margarita"", ""quantity"": 11}]",[],True,False,,1.52
1703,seis ensalada mixta luego 6 hamburgesa mega,demo,ok,"[{""product"": ""Ensalada César"", ""quantity"": 6}, {""product"": ""Hamburguesa Clásica"", ""quantity"": 6}]",[],False,False,,1.274
1704,me mandas tres ensalada césar además 10 hamburguesa mega además 2 limonada natural además 2 pizza mexicana gracias,demo,needs_clarification,"[{""product"": ""Ensalada César"", ""quantity"": 3}, {""product"": ""Hamburguesa Clásica"", ""quantity"": 10}, {""product"": ""Agua Mineral"", ""quantity"": 2}, {""product"": ""Pizza Margarita"", ""quantity"": 2}]","[""me mandas""]",True,False,,3.565
1705,voy a querer 3 pizza pepperoni para comer ahí,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 1}, {""product"": ""Pizza Margarita"", ""quantity"": 3}]",[],True,False,,1.607
1706,"anoto: x1 orden de aros de cebolla, un par de orden de aros de cebolla, 2 orden de aros de cebolla, x2 pizza hawaiana",demo,needs_clarification,"[{""product"": ""Pizza Hawaiana"", ""quantity"": 2}]","[""anoto"", ""x1 orden de aros de cebolla"", ""2 orden de aros de cebolla"", ""2 orden de aros de cebolla""]",False,False,,2.66
1707,buen día 1 pizza ranchera para comer ahí,demo,needs_clarification,"[{""product"": ""Pizza Margarita"", ""quantity"": 1}]","[""buen dia""]",True,False,,1.468
1708,deme seis té helado luego 1 nuggets de pollo luego ocho limonada natural por favor,demo,needs_clarification,"[{""product"": ""Agua Mineral"", ""quantity"": 8}]","[""seis te helado"", ""1 nuggets de pollo""]",False,False,,2.405
1709,necesito 4 pizza ranchera nomás,demo,needs_clarification,"[{""product"": ""Pizza Margarita"", ""quantity"": 4}]",[],True,False,,0.901
1710,para pedir 8 tacos al pastor también ocho papas grandes por favor,demo,needs_clarification,[],"[""8 tacos al pastor"", ""ocho papas grandes por favor""]",True,True,,1.922
1711,voy a querer un par de té helado y un par de ensalada césar y 3x burrito de frijol para comer ahí,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 4}, {""product"": ""Ensalada César"", ""quantity"": 2}]","[""2 te helado""]",True,False,,2.303
1712,necesito x6 pizza piza ranchera también diez café americano también 6 orden de aros de cebolla también 10 hamburgesa con queso nada más,demo,needs_clarification,"[{""product"": ""Pizza Margarita"", ""quantity"": 6}, {""product"": ""Hamburguesa Clásica"", ""quantity"": 10}]","[""diez cafe americano"", ""6 orden de aros de cebolla""]",True,False,,4.788
1713,me gustaría 4 nuggets de pollo; 4 pizza mexicana nomás,demo,needs_clarification,"[{""product"": ""Pizza Margarita"", ""quantity"": 4}]","[""4 nuggets de pollo""]",True,False,,1.568
1714,dame un par de café americano además tres burrito de frijol además 8 alitas de pollo nomás,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 3}]","[""2 cafe americano"", ""8 alitas de pollo nomas""]",False,False,,2.897
1715,"dame 2 pizza de pizza de jamón y queso, ocho orden de aros de cebolla, 2 pizza pizza ranchera, 4x agua embotellada para comer ahí",demo,needs_clarification,"[{""product"": ""Pizza Margarita"", ""quantity"": 2}, {""product"": ""Agua Mineral"", ""quantity"": 4}]","[""2 pizza de pizza de jamon y queso"", ""ocho orden de aros de cebolla""]",True,False,,3.028
1716,hola 4 hamburguesa doble pollo y ocho agua mineral please,demo,ok,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 4}, {""product"": ""Agua Mineral"", ""quantity"": 8}]",[],False,False,,1.481
1717,en vez de 3 hamburguesa mega pon 12 torta de milanesa,demo,needs_clarification,"[{""product"": ""Ensalada César"", ""quantity"": 1}, {""product"": ""Hamburguesa Clásica"", ""quantity"": 3}]","[""12 torta de milanesa""]",True,False,,1.906
1718,te encargo ocho hamburguesa hamburguesa mega luego 6 café americano,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 8}]","[""te encargo"", ""6 cafe americano""]",False,False,,2.365
1719,necesito 2 café americano luego tres hamburguesa mega luego un par de orden de aros de cebolla,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 3}]","[""2 cafe americano"", ""2 orden de aros de cebolla""]",False,False,,2.543
1720,6 hamburgesa clásica,demo,ok,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 6}]",[],False,False,,0.797
1721,buen día 4 jugo de naranja además 8 papas grandes please,demo,needs_clarification,[],"[""buen dia"", ""4 jugo de naranja"", ""8 papas grandes please""]",True,True,,4.636
1722,tráeme x2 nuggets de pollo luego 12x ensalada césar luego 12 pizza hawaiana nomás,demo,needs_clarification,"[{""product"": ""Ensalada César"", ""quantity"": 12}, {""product"": ""Pizza Hawaiana"", ""quantity"": 12}]","[""x2 nuggets de pollo""]",False,False,,3.181
1723,deme 10 ensalada ensalada mixta aparte 5 hamburguesa hamburguesa mega aparte seis hamburguesa con queso porfa,demo,ok,"[{""product"": ""Ensalada César"", ""quantity"": 10}, {""product"": ""Hamburguesa Clásica"", ""quantity"": 11}]",[],False,False,,3.564
1724,cinco pizza pizza mexicana aparte doce pizza ranchera aparte ocho hamburguesa con queso aparte dos hamburguesa doble pollo aparte cuatro pizza pepperoni,demo,needs_clarification,"[{""product"": ""Pizza Margarita"", ""quantity"": 21}, {""product"": ""Hamburguesa Clásica"", ""quantity"": 10}]",[],True,False,,5.779
1725,me mandas 8 orden de aros de cebolla aparte 2 coca cola sin azúcar porfa,demo,needs_clarification,"[{""product"": ""Coca Cola"", ""quantity"": 2}]","[""me mandas"", ""8 orden de aros de cebolla""]",False,False,,2.147
1726,necesito 6 agua embotellada además un par de coca cola sin azúcar además cinco torta de milanesa para comer ahí,demo,needs_clarification,"[{""product"": ""Agua Mineral"", ""quantity"": 6}, {""product"": ""Coca Cola"", ""quantity"": 2}]","[""cinco torta de milanesa para comer ahi""]",False,False,,2.062
1727,voy a querer 6 orden de aros de cebolla además 12 orden de aros de cebolla plis,demo,needs_clarification,"[{""product"": ""Hamburguesa Clásica"", ""quantity"": 1}]","[""6 orden de aros de cebolla"", ""12 orden de aros de cebolla plis""]",True,False,,2.38
1728,quiero un par de cocacola aparte 2 torta de milanesa porfa,demo,needs_clarification,"[{""product"": ""Coca Cola"", ""quantity"": 2}]","[""2 torta de milanesa porfa""]",False,False,,1.259
